PVU,KPVU
RIF,KRIF
SGU,KSGU
SLC,KSLC
VEL,KVEL
BTV,KBTV
EFK,KEFK
LLX,KCDA
MPV,KMPV
MVL,KMVL
RUT,KRUT
VSF,KVSF
APH,KAPH
BCB,KBCB
BKT,KBKT
CHO,KCHO
DAA,KDAA
DAN,KDAN
DCA,KDCA
DGN,KNDY
FAF,KFAF
FKN,KFKN
FRR,KFRR
GVE,KGVE
HSP,KHSP
IAD,KIAD
LFI,KLFI
LNP,KLNP
LOW,KLKU
LVL,KLVL
LYH,KLYH
MFV,KMFV
MNZ,KHEF
NGU,KNGU
NTU,KNTU
NYG,KNYG
ORF,KORF
PHF,KPHF
PSK,KPSK
PTB,KPTB
RIC,KRIC
ROA,KROA
SHD,KSHD
VJI,KVJI
WAL,KWAL
WGO,KOKV
ALW,KALW
BFI,KBFI
BLI,KBLI
CLM,KCLM
CLS,KCLS
EAT,KEAT
ELN,KELN
EPH,KEPH
ESD,KORS
ESW,KESW
FRD,KFHR
GEG,KGEG
GRF,KGRF
HQM,KHQM
KLS,KKLS
MVW,KBVS
MWH,KMWH
NUW,KNUW
ODW,KOKH
OLM,KOLM
OMK,KOMK
PAE,KPAE
PSC,KPSC
PUW,KPUW
PWT,KPWT
RLD,KRLD
RNT,KRNT
SEA,KSEA
SFF,KSFF
SHN,KSHN
SKA,KSKA
TCM,KTCM
TDO,KTDO
TIW,KTIW
UIL,KUIL
YKM,KYKM
BKW,KBKW
BLF,KBLF
CKB,KCKB
CRW,KCRW
EKN,KEKN
HLG,KHLG
HTS,KHTS
LWB,KLWB
MGW,KMGW
MRB,KMRB
PKB,KPKB
AHH,KAHH
ARV,KARV
ASX,KASX
ATW,KATW
AUW,KAUW
CLI,KCLI
CMY,KCMY
CWA,KCWA
EAU,KEAU
EGV,KEGV
ENW,KENW
ETB,KETB
FLD,KFLD
GRB,KGRB
GTG,KGTG
HYR,KHYR
ISW,KISW
JVL,KJVL
LNR,KLNR
LSE,KLSE
MDF,KMDZ
MFI,KMFI
MKE,KMKE
MSN,KMSN
MTW,KMTW
MWC,KMWC
OEO,KOEO
OSH,KOSH
PCD,KPDC
PKF,KPKF
RAC,KRAC
RHI,KRHI
RIE,KRPD
RNH,KRNH
RRL,KRRL
SBM,KSBM
STE,KSTE
SUE,KSUE
SUW,KSUW
UES,KUES
UNU,KUNU
VOK,KVOK
AFO,KAFO
BPI,KBPI
BYG,KBYG
COD,KCOD
CPR,KCPR
CYS,KCYS
DGW,KDGW
EAN,KEAN
ECS,KECS
EMM,KEMM
EVW,KEVW
FBR,KFBR
GCC,KGCC
GEY,KGEY
JAC,KJAC
LAR,KLAR
LND,KLND
LSK,KLSK
POY,KPOY
PWY,KPNA
RIW,KRIW
RKS,KRKS
RWL,KRWL
SAA,KSAA
SHR,KSHR
THP,KTHP
TOR,KTOR
WRL,KWRL
